movie,year,director,stars,gender
House of 1000 Corpses,2003,Rob Zombie,Bill Moseley,M
House of 1000 Corpses,2003,Rob Zombie,Sheri Moon Zombie,F
The Recruit,2003,Roger Donaldson,Al Pacino,M
The Recruit,2003,Roger Donaldson,Colin Farrell,M
The Recruit,2003,Roger Donaldson,Bridget Moynahan,F
The Recruit,2003,Roger Donaldson,Gabriel Macht,M
The Rundown,2003,Peter Berg,Dwayne Johnson,M
The Rundown,2003,Peter Berg,Seann William Scott,M
The Rundown,2003,Peter Berg,Christopher Walken,M
The Rundown,2003,Peter Berg,Rosario Dawson,F
Tears of the Sun,2003,Antoine Fuqua,Bruce Willis,M
Tears of the Sun,2003,Antoine Fuqua,Cole Hauser,M
Tears of the Sun,2003,Antoine Fuqua,Monica Bellucci,F
Tears of the Sun,2003,Antoine Fuqua,Eamonn Walker,M
The Cat in the Hat,2003,Bo Welch,Mike Myers,M
The Cat in the Hat,2003,Bo Welch,Spencer Breslin,M
The Cat in the Hat,2003,Bo Welch,Dakota Fanning,F
The Cat in the Hat,2003,Bo Welch,Alec Baldwin,M
Something's Gotta Give,2003,Nancy Meyers,Jack Nicholson,M
Something's Gotta Give,2003,Nancy Meyers,Diane Keaton,F
Something's Gotta Give,2003,Nancy Meyers,Keanu Reeves,M
Something's Gotta Give,2003,Nancy Meyers,Amanda Peet,F
Along Came Polly,2004,John Hamburg,Ben Stiller,M
Along Came Polly,2004,John Hamburg,Jennifer Aniston,F
Along Came Polly,2004,John Hamburg,Debra Messing,F
Along Came Polly,2004,John Hamburg,Philip Seymour Hoffman,M
Chasing Liberty,2004,Andy Cadiff,Mandy Moore,F
Chasing Liberty,2004,Andy Cadiff,Matthew Goode,M
Chasing Liberty,2004,Andy Cadiff,Mark Harmon,M
Chasing Liberty,2004,Andy Cadiff,Stark Sands,M
Cellular,2004,David R. Ellis,Kim Basinger,F
Cellular,2004,David R. Ellis,Chris Evans,M
Cellular,2004,David R. Ellis,Jason Statham,M
Cellular,2004,David R. Ellis,William H. Macy,M
The Grudge,2004,Takashi Shimizu,Sarah Michelle Gellar,F
The Grudge,2004,Takashi Shimizu,Jason Behr,M
The Grudge,2004,Takashi Shimizu,Clea DuVall,F
The Grudge,2004,Takashi Shimizu,William Mapother,M
Ladder 49,2004,Jay Russell,Joaquin Phoenix,M
Ladder 49,2004,Jay Russell,John Travolta,M
Ladder 49,2004,Jay Russell,Jacinda Barrett,F
Ladder 49,2004,Jay Russell,Robert Patrick,M
Sideways,2004,Alexander Payne,Paul Giamatti,M
Sideways,2004,Alexander Payne,Thomas Haden Church,M
Sideways,2004,Alexander Payne,Virginia Madsen,F
Sideways,2004,Alexander Payne,Sandra Oh,F
Taking Lives,2004,D.J. Caruso,Angelina Jolie,F
Taking Lives,2004,D.J. Caruso,Ethan Hawke,M
Taking Lives,2004,D.J. Caruso,Kiefer Sutherland,M
Taking Lives,2004,D.J. Caruso,Gena Rowlands,F
Elektra,2005,Rob Bowman,Jennifer Garner,F
Elektra,2005,Rob Bowman,Goran Visnjic,M
Elektra,2005,Rob Bowman,Will Yun Lee,M
Elektra,2005,Rob Bowman,Kirsten Zien,F
A Lot Like Love,2005,Nigel Cole,Ashton Kutcher,M
A Lot Like Love,2005,Nigel Cole,Amanda Peet,F
A Lot Like Love,2005,Nigel Cole,Taryn Manning,F
A Lot Like Love,2005,Nigel Cole,Aimee Garcia,F
Robots,2005,Chris Wedge,Carlos Saldanha,M
Robots,2005,Chris Wedge,Ewan McGregor,M
Robots,2005,Chris Wedge,Halle Berry,F
Robots,2005,Chris Wedge,Mel Brooks,M
Robots,2005,Chris Wedge,Robin Williams,M
Flightplan,2005,Robert Schwentke,Jodie Foster,F
Flightplan,2005,Robert Schwentke,Peter Sarsgaard,M
Flightplan,2005,Robert Schwentke,Sean Bean,M
Flightplan,2005,Robert Schwentke,Kate Beahan,F
Hoodwinked!,2005,Cory Edwards,Todd Edwards,M
Hoodwinked!,2005,Cory Edwards,Tony Leech,Na
Hoodwinked!,2005,Cory Edwards,Anne Hathaway,F
Hoodwinked!,2005,Cory Edwards,Glenn Close,F
Hoodwinked!,2005,Cory Edwards,Patrick Warburton,M
Hoodwinked!,2005,Cory Edwards,Jim Belushi,M
Saw II,2005,Darren Lynn Bousman,Donnie Wahlberg,M
Saw II,2005,Darren Lynn Bousman,Beverley Mitchell,F
Saw II,2005,Darren Lynn Bousman,Franky G,M
Saw II,2005,Darren Lynn Bousman,Emmanuelle Vaugier,F
Beerfest,2006,Jay Chandrasekhar,Kevin Heffernan,M
Beerfest,2006,Jay Chandrasekhar,Steve Lemme,M
Beerfest,2006,Jay Chandrasekhar,Paul Soter,M
The Covenant,2006,Renny Harlin,Steven Strait,M
The Covenant,2006,Renny Harlin,Sebastian Stan,M
The Covenant,2006,Renny Harlin,Toby Hemingway,M
The Covenant,2006,Renny Harlin,Taylor Kitsch,M
Flushed Away,2006,David Bowers,Sam Fell,M
Flushed Away,2006,David Bowers,Hugh Jackman,M
Flushed Away,2006,David Bowers,Kate Winslet,F
Flushed Away,2006,David Bowers,Ian McKellen,M
Flushed Away,2006,David Bowers,Jean Reno,M
The Guardian,I 2006,Andrew Davis,Kevin Costner,M
The Guardian,I 2006,Andrew Davis,Ashton Kutcher,M
The Guardian,I 2006,Andrew Davis,Sela Ward,F
The Guardian,I 2006,Andrew Davis,Melissa Sagemiller,F
The Marine,2006,John Bonito,John Cena,M
The Marine,2006,John Bonito,Kelly Carlson,F
The Marine,2006,John Bonito,Robert Patrick,M
The Marine,2006,John Bonito,Anthony Ray Parker,M
Miami Vice,2006,Michael Mann,Colin Farrell,M
Miami Vice,2006,Michael Mann,Jamie Foxx,M
Miami Vice,2006,Michael Mann,Gong Li,F
Miami Vice,2006,Michael Mann,Naomie Harris,F
Monster House,2006,Gil Kenan,Mitchel Musso,M
Monster House,2006,Gil Kenan,Sam Lerner,M
Monster House,2006,Gil Kenan,Spencer Locke,F
Monster House,2006,Gil Kenan,Ryan Whitney,F
Arthur et les Minimoys,2006,Luc Besson,Freddie Highmore,M
Arthur et les Minimoys,2006,Luc Besson,Mia Farrow,F
Arthur et les Minimoys,2006,Luc Besson,Madonna,F
Arthur et les Minimoys,2006,Luc Besson,Ron Crawford,M
Rocky Balboa,2006,Sylvester Stallone,Antonio Tarver,M
Rocky Balboa,2006,Sylvester Stallone,Milo Ventimiglia,M
Rocky Balboa,2006,Sylvester Stallone,Burt Young,M
Alvin and the Chipmunks,2007,Tim Hill,Jason Lee,M
Alvin and the Chipmunks,2007,Tim Hill,Ross Bagdasarian Jr.,M
Alvin and the Chipmunks,2007,Tim Hill,Janice Karman,F
Alvin and the Chipmunks,2007,Tim Hill,David Cross,M
Blades of Glory,2007,Josh Gordon,Will Speck,Na
Blades of Glory,2007,Josh Gordon,Will Ferrell,M
Blades of Glory,2007,Josh Gordon,Jon Heder,M
Blades of Glory,2007,Josh Gordon,Amy Poehler,F
Blades of Glory,2007,Josh Gordon,Will Arnett,M
4: Rise of the Silver Surfer,2007,Tim Story,Ioan Gruffudd,M
4: Rise of the Silver Surfer,2007,Tim Story,Jessica Alba,F
4: Rise of the Silver Surfer,2007,Tim Story,Chris Evans,M
4: Rise of the Silver Surfer,2007,Tim Story,Michael Chiklis,M
Georgia Rule,2007,Garry Marshall,Jane Fonda,F
Georgia Rule,2007,Garry Marshall,Lindsay Lohan,F
Georgia Rule,2007,Garry Marshall,Felicity Huffman,F
Georgia Rule,2007,Garry Marshall,Dermot Mulroney,M
Halloween,2007,Rob Zombie,Scout Taylor-Compton,F
Halloween,2007,Rob Zombie,Malcolm McDowell,M
Halloween,2007,Rob Zombie,Tyler Mane,M
Halloween,2007,Rob Zombie,Brad Dourif,M
Lions for Lambs,2007,Robert Redford,Tom Cruise,M
Lions for Lambs,2007,Robert Redford,Meryl Streep,F
Lions for Lambs,2007,Robert Redford,Michael Peña,M
Reign Over Me,2007,Mike Binder,Adam Sandler,M
Reign Over Me,2007,Mike Binder,Don Cheadle,M
Reign Over Me,2007,Mike Binder,Jada Pinkett Smith,F
Reign Over Me,2007,Mike Binder,Liv Tyler,F
Shoot 'Em Up,2007,Michael Davis,Clive Owen,M
Shoot 'Em Up,2007,Michael Davis,Monica Bellucci,F
Shoot 'Em Up,2007,Michael Davis,Paul Giamatti,M
Shoot 'Em Up,2007,Michael Davis,Stephen McHattie,M
Surf's Up,2007,Ash Brannon,Chris Buck,Na
Surf's Up,2007,Ash Brannon,Shia LaBeouf,M
Surf's Up,2007,Ash Brannon,Zooey Deschanel,F
Surf's Up,2007,Ash Brannon,Jon Heder,M
Surf's Up,2007,Ash Brannon,Jeff Bridges,M
Walk Hard: The Dewey Cox Story,2007,Jake Kasdan,John C. Reilly,M
Walk Hard: The Dewey Cox Story,2007,Jake Kasdan,Jenna Fischer,F
Walk Hard: The Dewey Cox Story,2007,Jake Kasdan,David Krumholtz,M
Walk Hard: The Dewey Cox Story,2007,Jake Kasdan,Nat Faxon,M
War,2007,Philip G. Atwell,Jet Li,M
War,2007,Philip G. Atwell,Jason Statham,M
War,2007,Philip G. Atwell,Nadine Velazquez,F
War,2007,Philip G. Atwell,John Lone,M
"10,000 BC",2008,Roland Emmerich,Camilla Belle,F
"10,000 BC",2008,Roland Emmerich,Steven Strait,M
"10,000 BC",2008,Roland Emmerich,Marco Khan,M
"10,000 BC",2008,Roland Emmerich,Cliff Curtis,M
Fool's Gold,I 2008,Andy Tennant,Matthew McConaughey,M
Fool's Gold,I 2008,Andy Tennant,Kate Hudson,F
Fool's Gold,I 2008,Andy Tennant,Donald Sutherland,M
Fool's Gold,I 2008,Andy Tennant,Alexis Dziena,F
In the Name of the King: A Dungeon Siege Tale,2007,Uwe Boll,Jason Statham,M
In the Name of the King: A Dungeon Siege Tale,2007,Uwe Boll,Ron Perlman,M
In the Name of the King: A Dungeon Siege Tale,2007,Uwe Boll,Ray Liotta,M
In the Name of the King: A Dungeon Siege Tale,2007,Uwe Boll,Leelee Sobieski,F
The Spiderwick Chronicles,2008,Mark Waters,Freddie Highmore,M
The Spiderwick Chronicles,2008,Mark Waters,Sarah Bolger,F
The Spiderwick Chronicles,2008,Mark Waters,David Strathairn,M
The Spiderwick Chronicles,2008,Mark Waters,Mary-Louise Parker,F
Vantage Point,2008,Pete Travis,Dennis Quaid,M
Vantage Point,2008,Pete Travis,Forest Whitaker,M
Vantage Point,2008,Pete Travis,Matthew Fox,M
Vantage Point,2008,Pete Travis,Bruce McGill,M
Four Christmases,2008,Seth Gordon,Reese Witherspoon,F
Four Christmases,2008,Seth Gordon,Vince Vaughn,M
Four Christmases,2008,Seth Gordon,Mary Steenburgen,F
Four Christmases,2008,Seth Gordon,Robert Duvall,M
Made of Honor,2008,Paul Weiland,Patrick Dempsey,M
Made of Honor,2008,Paul Weiland,Michelle Monaghan,F
Made of Honor,2008,Paul Weiland,Kevin McKidd,M
Made of Honor,2008,Paul Weiland,Kadeem Hardison,M
Street Kings,2008,David Ayer,Keanu Reeves,M
Street Kings,2008,David Ayer,Forest Whitaker,M
Street Kings,2008,David Ayer,Hugh Laurie,M
Street Kings,2008,David Ayer,Chris Evans,M
All About Steve,2009,Phil Traill,Sandra Bullock,F
All About Steve,2009,Phil Traill,Bradley Cooper,M
All About Steve,2009,Phil Traill,Thomas Haden Church,M
All About Steve,2009,Phil Traill,Ken Jeong,M
Confessions of a Shopaholic,2009,P.J. Hogan,Isla Fisher,F
Confessions of a Shopaholic,2009,P.J. Hogan,Hugh Dancy,M
Confessions of a Shopaholic,2009,P.J. Hogan,Krysten Ritter,F
Confessions of a Shopaholic,2009,P.J. Hogan,Joan Cusack,F
Crank: High Voltage,2009,Mark Neveldine,Brian Taylor,Na
Crank: High Voltage,2009,Mark Neveldine,Jason Statham,M
Crank: High Voltage,2009,Mark Neveldine,Amy Smart,F
Crank: High Voltage,2009,Mark Neveldine,Clifton Collins Jr.,M
Crank: High Voltage,2009,Mark Neveldine,Dwight Yoakam,M
Friday the 13th,2009,Marcus Nispel,Jared Padalecki,M
Friday the 13th,2009,Marcus Nispel,Amanda Righetti,F
Friday the 13th,2009,Marcus Nispel,Derek Mears,M
Friday the 13th,2009,Marcus Nispel,Danielle Panabaker,F
Land of the Lost,2009,Brad Silberling,Will Ferrell,M
Land of the Lost,2009,Brad Silberling,Danny McBride,M
Land of the Lost,2009,Brad Silberling,Anna Friel,F
Land of the Lost,2009,Brad Silberling,Jorma Taccone,M
Love Happens,2009,Brandon Camp,Jennifer Aniston,F
Love Happens,2009,Brandon Camp,Aaron Eckhart,M
Love Happens,2009,Brandon Camp,Dan Fogler,M
Love Happens,2009,Brandon Camp,John Carroll Lynch,M
Ninja Assassin,2009,James McTeigue,Rain,M
Ninja Assassin,2009,James McTeigue,Rick Yune,M
Ninja Assassin,2009,James McTeigue,Naomie Harris,F
Ninja Assassin,2009,James McTeigue,Joon Lee,M
A Perfect Getaway,2009,David Twohy,Milla Jovovich,F
A Perfect Getaway,2009,David Twohy,Steve Zahn,M
A Perfect Getaway,2009,David Twohy,Timothy Olyphant,M
A Perfect Getaway,2009,David Twohy,Kiele Sanchez,F
The Unborn,2009,David S. Goyer,Odette Annable,F
The Unborn,2009,David S. Goyer,Gary Oldman,M
The Unborn,2009,David S. Goyer,Cam Gigandet,M
The Unborn,2009,David S. Goyer,Meagan Good,F
Year One,2009,Harold Ramis,Jack Black,M
Year One,2009,Harold Ramis,Michael Cera,M
Year One,2009,Harold Ramis,Olivia Wilde,F
Year One,2009,Harold Ramis,Oliver Platt,M
Brooklyn's Finest,2009,Antoine Fuqua,Richard Gere,M
Brooklyn's Finest,2009,Antoine Fuqua,Don Cheadle,M
Brooklyn's Finest,2009,Antoine Fuqua,Ethan Hawke,M
Brooklyn's Finest,2009,Antoine Fuqua,Wesley Snipes,M
Case 39,2009,Christian Alvart,Renée Zellweger,F
Case 39,2009,Christian Alvart,Ian McShane,M
Case 39,2009,Christian Alvart,Jodelle Ferland,F
Case 39,2009,Christian Alvart,Bradley Cooper,M
Edge of Darkness,2010,Martin Campbell,Mel Gibson,M
Edge of Darkness,2010,Martin Campbell,Ray Winstone,M
Edge of Darkness,2010,Martin Campbell,Danny Huston,M
Edge of Darkness,2010,Martin Campbell,Bojana Novakovic,F
Going the Distance,2010,Nanette Burstein,Drew Barrymore,F
Going the Distance,2010,Nanette Burstein,Justin Long,M
Going the Distance,2010,Nanette Burstein,Ron Livingston,M
Going the Distance,2010,Nanette Burstein,Charlie Day,M
The Last Exorcism,2010,Daniel Stamm,Patrick Fabian,M
The Last Exorcism,2010,Daniel Stamm,Ashley Bell,F
The Last Exorcism,2010,Daniel Stamm,Iris Bahr,F
The Last Exorcism,2010,Daniel Stamm,Louis Herthum,M
Leap Year,2010,Anand Tucker,Amy Adams,F
Leap Year,2010,Anand Tucker,Matthew Goode,M
Leap Year,2010,Anand Tucker,Adam Scott,M
Leap Year,2010,Anand Tucker,John Lithgow,M
Paranormal Activity 2,2010,Tod Williams,Katie Featherston,F
Paranormal Activity 2,2010,Tod Williams,Micah Sloat,M
Paranormal Activity 2,2010,Tod Williams,Molly Ephraim,F
Paranormal Activity 2,2010,Tod Williams,David Bierend,M
Splice,2009,Vincenzo Natali,Adrien Brody,M
Splice,2009,Vincenzo Natali,Sarah Polley,F
Splice,2009,Vincenzo Natali,Delphine Chanéac,F
Splice,2009,Vincenzo Natali,Brandon McGibbon,M
The Wolfman,2010,Joe Johnston,Benicio Del Toro,M
The Wolfman,2010,Joe Johnston,Anthony Hopkins,M
The Wolfman,2010,Joe Johnston,Emily Blunt,F
The Wolfman,2010,Joe Johnston,Simon Merrells,M
Arthur,I 2011,Jason Winer,Russell Brand,M
Arthur,I 2011,Jason Winer,Helen Mirren,F
Arthur,I 2011,Jason Winer,Jennifer Garner,F
Arthur,I 2011,Jason Winer,Greta Gerwig,F
Larry Crowne,2011,Tom Hanks,Julia Roberts,F
Larry Crowne,2011,Tom Hanks,Sarah Mahoney,F
Larry Crowne,2011,Tom Hanks,Roxana Ortega,F
Monte Carlo,2011,Thomas Bezucha,Selena Gomez,F
Monte Carlo,2011,Thomas Bezucha,Leighton Meester,F
Monte Carlo,2011,Thomas Bezucha,Katie Cassidy,F
Monte Carlo,2011,Thomas Bezucha,Cory Monteith,M
The Rite,2011,Mikael Håfström,Colin O'Donoghue,M
The Rite,2011,Mikael Håfström,Anthony Hopkins,M
The Rite,2011,Mikael Håfström,Ciarán Hinds,M
The Rite,2011,Mikael Håfström,Alice Braga,F
The Roommate,I 2011,Christian E. Christiansen,Minka Kelly,F
The Roommate,I 2011,Christian E. Christiansen,Leighton Meester,F
The Roommate,I 2011,Christian E. Christiansen,Cam Gigandet,M
The Roommate,I 2011,Christian E. Christiansen,Aly Michalka,F
Sanctum,2011,Alister Grierson,Rhys Wakefield,M
Sanctum,2011,Alister Grierson,Allison Cratchley,F
Sanctum,2011,Alister Grierson,Christopher James Baker,M
Sanctum,2011,Alister Grierson,Richard Roxburgh,M
Season of the Witch,2011,Dominic Sena,Nicolas Cage,M
Season of the Witch,2011,Dominic Sena,Ron Perlman,M
Season of the Witch,2011,Dominic Sena,Claire Foy,F
Season of the Witch,2011,Dominic Sena,Stephen Campbell Moore,M
Alvin and the Chipmunks: Chipwrecked,2011,Mike Mitchell,Justin Long,M
Alvin and the Chipmunks: Chipwrecked,2011,Mike Mitchell,Matthew Gray Gubler,M
Alvin and the Chipmunks: Chipwrecked,2011,Mike Mitchell,Jesse McCartney,M
Alvin and the Chipmunks: Chipwrecked,2011,Mike Mitchell,Jason Lee,M
Apollo 18,2011,Gonzalo López-Gallego,Warren Christie,M
Apollo 18,2011,Gonzalo López-Gallego,Lloyd Owen,M
Apollo 18,2011,Gonzalo López-Gallego,Ryan Robbins,M
Apollo 18,2011,Gonzalo López-Gallego,Michael Kopsa,M
Dolphin Tale,2011,Charles Martin Smith,Morgan Freeman,M
Dolphin Tale,2011,Charles Martin Smith,Ashley Judd,F
Dolphin Tale,2011,Charles Martin Smith,Harry Connick Jr.,M
Dolphin Tale,2011,Charles Martin Smith,Nathan Gamble,M
Straw Dogs,2011,Rod Lurie,James Marsden,M
Straw Dogs,2011,Rod Lurie,Kate Bosworth,F
Straw Dogs,2011,Rod Lurie,Alexander Skarsgård,M
Straw Dogs,2011,Rod Lurie,James Woods,M
Big Miracle,2012,Ken Kwapis,Drew Barrymore,F
Big Miracle,2012,Ken Kwapis,John Krasinski,M
Big Miracle,2012,Ken Kwapis,John Pingayak,M
Big Miracle,2012,Ken Kwapis,Ahmaogak Sweeney,M
Diary of a Wimpy Kid: Dog Days,2012,David Bowers,Zachary Gordon,M
Diary of a Wimpy Kid: Dog Days,2012,David Bowers,Robert Capron,M
Diary of a Wimpy Kid: Dog Days,2012,David Bowers,Devon Bostick,M
Diary of a Wimpy Kid: Dog Days,2012,David Bowers,Steve Zahn,M
Winter's Tale,2014,Akiva Goldsman,Colin Farrell,M
Winter's Tale,2014,Akiva Goldsman,Jessica Brown Findlay,F
Winter's Tale,2014,Akiva Goldsman,Russell Crowe,M
Winter's Tale,2014,Akiva Goldsman,Jennifer Connelly,F
Secret of the Wings,2012,Bobs Gannaway,Peggy Holmes,F
Secret of the Wings,2012,Bobs Gannaway,Mae Whitman,F
Secret of the Wings,2012,Bobs Gannaway,Lucy Hale,F
Secret of the Wings,2012,Bobs Gannaway,Timothy Dalton,M
Secret of the Wings,2012,Bobs Gannaway,Jeff Bennett,M
Excision,2012,Richard Bates Jr.,AnnaLynne McCord,F
Excision,2012,Richard Bates Jr.,Roger Bart,M
Excision,2012,Richard Bates Jr.,Ariel Winter,F
Excision,2012,Richard Bates Jr.,Traci Lords,F
Saints and Soldiers: Airborne Creed,2012,Ryan Little,Rick Macy,M
Saints and Soldiers: Airborne Creed,2012,Ryan Little,Lincoln Hoppe,M
Saints and Soldiers: Airborne Creed,2012,Ryan Little,Ryan Gale,M
Saints and Soldiers: Airborne Creed,2012,Ryan Little,Trever Anderson,M
Extracted,2012,Nir Paniry,Sasha Roiz,M
Extracted,2012,Nir Paniry,Jenny Mollen,F
Extracted,2012,Nir Paniry,Dominic Bogart,M
Extracted,2012,Nir Paniry,Richard Riehle,M
Passion,2012,Brian De Palma,Rachel McAdams,F
Passion,2012,Brian De Palma,Noomi Rapace,F
Passion,2012,Brian De Palma,Karoline Herfurth,F
Passion,2012,Brian De Palma,Paul Anderson,M
Cockneys vs Zombies,2012,Matthias Hoene,Rasmus Hardiker,M
Cockneys vs Zombies,2012,Matthias Hoene,Harry Treadaway,M
Cockneys vs Zombies,2012,Matthias Hoene,Michelle Ryan,F
Cockneys vs Zombies,2012,Matthias Hoene,Ashley Thomas,M
Universal Soldier: Day of Reckoning,2012,John Hyams,Jean-Claude Van Damme,M
Universal Soldier: Day of Reckoning,2012,John Hyams,Dolph Lundgren,M
Universal Soldier: Day of Reckoning,2012,John Hyams,Scott Adkins,M
Universal Soldier: Day of Reckoning,2012,John Hyams,Mariah Bonner,F
Stitches,I 2012,Conor McMahon,Ross Noble,Na
Stitches,I 2012,Conor McMahon,Tommy Knight,M
Stitches,I 2012,Conor McMahon,Eoghan McQuinn,Na
Stitches,I 2012,Conor McMahon,Gemma-Leah Devereux,F
About Cherry,2012,Stephen Elliott,Ashley Hinshaw,F
About Cherry,2012,Stephen Elliott,James Franco,M
About Cherry,2012,Stephen Elliott,Heather Graham,F
About Cherry,2012,Stephen Elliott,Lili Taylor,F
Chained,I 2012,Jennifer Lynch,Vincent D'Onofrio,M
Chained,I 2012,Jennifer Lynch,Eamon Farren,M
Chained,I 2012,Jennifer Lynch,Evan Bird,M
Chained,I 2012,Jennifer Lynch,Julia Ormond,F
The Brass Teapot,2012,Ramaa Mosley,Juno Temple,F
The Brass Teapot,2012,Ramaa Mosley,Michael Angarano,M
The Brass Teapot,2012,Ramaa Mosley,Alexis Bledel,F
The Brass Teapot,2012,Ramaa Mosley,Billy Magnussen,M
Ginger & Rosa,2012,Sally Potter,Elle Fanning,F
Ginger & Rosa,2012,Sally Potter,Alice Englert,F
Ginger & Rosa,2012,Sally Potter,Annette Bening,F
Ginger & Rosa,2012,Sally Potter,Oliver Platt,M
A Fantastic Fear of Everything,2012,Crispian Mills,Chris Hopewell,Na
A Fantastic Fear of Everything,2012,Crispian Mills,Simon Pegg,M
A Fantastic Fear of Everything,2012,Crispian Mills,Paul Freeman,M
A Fantastic Fear of Everything,2012,Crispian Mills,Amara Karan,F
A Fantastic Fear of Everything,2012,Crispian Mills,Clare Higgins,F
Branded,2012,Jamie Bradshaw,Aleksandr Dulerayn,Na
Branded,2012,Jamie Bradshaw,Ed Stoppard,M
Branded,2012,Jamie Bradshaw,Leelee Sobieski,F
Branded,2012,Jamie Bradshaw,Jeffrey Tambor,M
Branded,2012,Jamie Bradshaw,Ingeborga Dapkunaite,F
Salmon Fishing in the Yemen,2011,Lasse Hallström,Ewan McGregor,M
Salmon Fishing in the Yemen,2011,Lasse Hallström,Emily Blunt,F
Salmon Fishing in the Yemen,2011,Lasse Hallström,Amr Waked,M
Salmon Fishing in the Yemen,2011,Lasse Hallström,Kristin Scott Thomas,F
Intruders,I 2011,Juan Carlos Fresnadillo,Clive Owen,M
Intruders,I 2011,Juan Carlos Fresnadillo,Carice van Houten,F
Intruders,I 2011,Juan Carlos Fresnadillo,Izán Corchero,M
Intruders,I 2011,Juan Carlos Fresnadillo,Ella Purnell,F
Black Gold,II 2011,Jean-Jacques Annaud,Tahar Rahim,M
Black Gold,II 2011,Jean-Jacques Annaud,Antonio Banderas,M
Black Gold,II 2011,Jean-Jacques Annaud,Mark Strong,M
Black Gold,II 2011,Jean-Jacques Annaud,Freida Pinto,F
Attack the Block,2011,Joe Cornish,John Boyega,M
Attack the Block,2011,Joe Cornish,Jodie Whittaker,F
Attack the Block,2011,Joe Cornish,Alex Esmail,M
Attack the Block,2011,Joe Cornish,Leeon Jones,M
The Beaver,2011,Jodie Foster,Mel Gibson,M
The Beaver,2011,Jodie Foster,Anton Yelchin,M
The Beaver,2011,Jodie Foster,Cherry Jones,F
The Guard,2011,John Michael McDonagh,Brendan Gleeson,M
The Guard,2011,John Michael McDonagh,Don Cheadle,M
The Guard,2011,John Michael McDonagh,Mark Strong,M
The Guard,2011,John Michael McDonagh,Ronan Collins,M
Atlas Shrugged: Part I,2011,Paul Johansson,Taylor Schilling,F
Atlas Shrugged: Part I,2011,Paul Johansson,Grant Bowler,M
Atlas Shrugged: Part I,2011,Paul Johansson,Matthew Marsden,M
Atlas Shrugged: Part I,2011,Paul Johansson,Edi Gathegi,M
The Son of No One,2011,Dito Montiel,Channing Tatum,M
The Son of No One,2011,Dito Montiel,Al Pacino,M
The Son of No One,2011,Dito Montiel,Juliette Binoche,F
The Son of No One,2011,Dito Montiel,James Ransone,M
Ironclad,2011,Jonathan English,Paul Giamatti,M
Ironclad,2011,Jonathan English,Jason Flemyng,M
Ironclad,2011,Jonathan English,Brian Cox,M
Ironclad,2011,Jonathan English,James Purefoy,M
Habitación en Roma,2010,Julio Medem,Elena Anaya,F
Habitación en Roma,2010,Julio Medem,Natasha Yarovenko,F
Habitación en Roma,2010,Julio Medem,Enrico Lo Verso,M
Habitación en Roma,2010,Julio Medem,Najwa Nimri,F
The Ward,2010,John Carpenter,Amber Heard,F
The Ward,2010,John Carpenter,Mamie Gummer,F
The Ward,2010,John Carpenter,Danielle Panabaker,F
The Ward,2010,John Carpenter,Laura-Leigh,F
6 Souls,2010,Måns Mårlind,Björn Stein,Na
6 Souls,2010,Måns Mårlind,Julianne Moore,F
